id,link,text,date,likes,comments
2041,https://twitter.com/malaysia_agent/status/1727670355119002037#m,"'We're siblings': Malaysia, Singapore online users slam bid to stir row over Israel - South China Morning Post https://www.scmp.com/week-asia/politics/article/3242483/malaysia-singapore-users-x-slam-israeli-activists-bid-sow-discord-between-neighbours-were","Nov 23, 2023 · 12:48 PM UTC",0,0
2042,https://twitter.com/Warrior1Pak/status/1727400125591384396#m,🚨⚡ Spain is about to recognize the State of Palestine.  Spanish Prime Minister Pedro Sanchez will announce this decision during his scheduled visit to Israel this week.,"Nov 22, 2023 · 6:54 PM UTC",3168,59
2043,https://twitter.com/tigredanatolie/status/1727445650952896829#m,"""Non Israël n'est pas un État d'apartheid, il y a des arabes israéliens qui vivent très bien on en voit tous les jours sur i24 chaîne de Drahi comme #BFMTV""... Également en Israël : ""Cette route est réservée aux juifs et interdite aux Arabes""... 🙃","Nov 22, 2023 · 9:55 PM UTC",227,25
2044,https://twitter.com/jingeurideul/status/1727315062568743088#m,geez you heard how loud the scream was??? everyone was definitely waiting for soojin,"Nov 22, 2023 · 1:16 PM UTC",2445,9
2045,https://twitter.com/MiddleEastEye/status/1727141189772538207#m,"Israel is the only country that systematically prosecutes minors in military courts.  An estimated 500-700 children are tried annually, the most common charge being stone-throwing, which carries a 20-year prison sentence https://pulse.ly/iw29iays8y","Nov 22, 2023 · 1:45 AM UTC",5483,154
2046,https://twitter.com/ElNecio_Cuba/status/1725937832802263215#m,"Roger Waters al presidente del Comité 🇮🇱 Israelita del Uruguay 📢 “¡Andate al carajo, Roby!”  👉“Todos deben pararse y decir:  Israel, no más.  Deténganse ahora mismo. Ustedes se están comportando como animales,  ustedes son los monstruos en esta historia”  👉El músico se manifestó “furioso” porque, en los días previos al concierto, no pudo conseguir alojamiento en la capital del país. “Me cerraron la ciudad de Montevideo; no tengo ningún lugar donde parar”, expresó en diálogo con el medio argentino Página 12.  👉“Conozco esto bien, veo que este Roby Schindler me llama misógino como el menor de los crímenes que se supone que cometí”, afirmó al mencionado medio y, finalmente, tildó al presidente del Comité Israelita de “imbécil”.","Nov 18, 2023 · 6:03 PM UTC",10623,249
2047,https://twitter.com/Riffs33/status/1727414938526761421#m,"So many hotels have cancelled Palestine conventions all over the U.S., and Hyatt in Illinois is one of them.   We needa show our support for individuals/ organizations that are being silenced. register for the conference this weekend!!  https://www.palestineconvention.org","Nov 22, 2023 · 7:53 PM UTC",12,0
2048,https://twitter.com/_PrinceHess/status/1727670194682700053#m,"Dites vous qu'on croise dans la rue des gens qui ont pleuré pour l'incendie de Notre-Dame mais restent stoïque face au massacre de Gaza, voire même qui défendent Israël corps et âme","Nov 23, 2023 · 12:47 PM UTC",0,0
2049,https://twitter.com/ShaykhSulaiman/status/1727406293550309388#m,PRODUCER OF “A LONG WINTER” STANDS WITH PALESTINE AND ASKS FOR A CEASEFIRE IN THE SCOTTISH BAFTA AWARDS,"Nov 22, 2023 · 7:18 PM UTC",1239,38
2050,https://twitter.com/emilykschrader/status/1727618354674802860#m,"Palestinians in Gaza are fed up — with Hamas. While Hamas leaders hide underground, the civilians suffer as human shields for Hamas.","Nov 23, 2023 · 9:21 AM UTC",476,31
2051,https://twitter.com/PDeepdive/status/1727658504071295154#m,"MUST READ: ""Israel has bombed the offices of humanitarian groups in its indiscriminate war on the Gaza Strip, despite being provided with their coordinates by the US.""  Article from @The_NewArab https://www.newarab.com/news/israel-bombing-aid-groups-gaza-despite-us-coordinates","Nov 23, 2023 · 12:01 PM UTC",1,0
2052,https://twitter.com/AJCASoubrier67/status/1727396100703965392#m,Es muy simple: sois nazis simpatizantes de terroristas que quieren asesinar judíos y en Israel lo saben.,"Nov 22, 2023 · 6:38 PM UTC",29,1
2053,https://twitter.com/alishoeib1970/status/1727419508300931113#m,"يتم التداول على الغروبات ""ما غيرها"" بأسم شهيد او شهداء ، هذا النشر قبل أي بيان رسمي امر مضرٌ جداً اذا كان صحيحاً فكيف اذا كان الخبر كذباً !!","Nov 22, 2023 · 8:11 PM UTC",1433,24
2054,https://twitter.com/Dataclave/status/1727668856485707796#m,"#DataClave | Partió hacia Egipto el segundo vuelo con ayuda humanitaria para Gaza  📌Se envían 6 toneladas de alimentos, insumos médicos y pañales para brindar asistencia a la población afectada por la guerra entre Israel y Palestina https://www.dataclave.com.ar/poder/partio-hacia-egipto-el-segundo-vuelo-con-ayuda-humanitaria-para-gaza_a655f41da85aa6c42fcca9eea","Nov 23, 2023 · 12:42 PM UTC",3,0
2055,https://twitter.com/ivieani/status/1726414850337730585#m,"One day, it will no longer be controversial to refer to what's happening now as a genocide. In fact, people will pretend they knew and called it what it was all along. Palestine will be free within our lifetime and it will set a precedent for liberation movements across the world","Nov 20, 2023 · 1:39 AM UTC",19513,133
2056,https://twitter.com/lanifromfiji/status/1727427190994915769#m,FREE PALESTINE UNTIL PALESTINE IS FREE,"Nov 22, 2023 · 8:41 PM UTC",10,0
2057,https://twitter.com/OrangKiyani/status/1727443197746614744#m,"Spontaneous demo despite demonstration bans: Palestine. With English subtitles.   In #Berlin, #Alexanderplatz, Brother Ahmad Tamim took a stand at a rally on the current situation in #Palestine and Gaza despite the bans on expression and assembly.  https://youtu.be/SPDM7vFsm4Q?si=TxGuVNQzRWaiTFBL","Nov 22, 2023 · 9:45 PM UTC",0,0
2058,https://twitter.com/FernandezMaryde/status/1727043197044748588#m,"No alcanzan las lágrimas, y mucho menos las palabras para aliviar el dolor ante lo que vive el pueblo palestino que está siendo barrido en un acto de exterminio perpetrado por Israel. #FreePalestina #CienfuegosXMasVictorias #UnidosXCuba","Nov 21, 2023 · 7:15 PM UTC",95,3
2059,https://twitter.com/Saliqbal2016/status/1727443521068556583#m,💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔,"Nov 22, 2023 · 9:46 PM UTC",0,0
2060,https://twitter.com/MariamBarghouti/status/1727626532548473023#m,Israel claims to be committing genocide in Gaza in the name of hostages yet—  -Israel already bombed 22 hostages to death  -Israel also refused to facilitate the release of 2 hostages Qassam said they want to release for humanitarian reasons but Israel preferred to keep bombing,"Nov 23, 2023 · 9:53 AM UTC",185,10
2061,https://twitter.com/MuzafferBasaa/status/1726803441887088751#m,"Tesla yatırımcıları endişede, Bu konuda ne dersin?  Elon Musk; Ben inandığım şeyleri söylüyorum. #Palestine  Bana ya Özgürlük verin ya da Ölüm.  Elon ifade özgürlüğü için savaşıyor.  Bunun için para kaybedersem de kaybederim. #FreePalestine","Nov 21, 2023 · 3:23 AM UTC",580,8
2062,https://twitter.com/ShaykhSulaiman/status/1727280771130327040#m,ISRAEL TAKE A 5 YEAR OLD CHILD HOSTAGE,"Nov 22, 2023 · 11:00 AM UTC",2601,175
2063,https://twitter.com/AlanRMacLeod/status/1727305610386092196#m,"Incredible: Swedish Prime Minister Ulf Kristersson says ""Israel has the right to commit genocide"" before correcting himself to say ""the right to self-defense"".   The Freudian slip to end all Freudian slips. 🇸🇪🇮🇱🇵🇸","Nov 22, 2023 · 12:38 PM UTC",18225,399
2064,https://twitter.com/IsraelS34921654/status/1727670196242882838#m,"Só começaram falar do RBD no BBB, após o reencontro deles.","Nov 23, 2023 · 12:47 PM UTC",0,0
2065,https://twitter.com/MartynMeacham1/status/1727670171345498524#m,"What about all the land theft, rapes & murders committed by Israel. What about the destruction of homes,the theft of homes, the blocking of energy,  food & water supplies to the Palestinians since 1947? Israel is guilty of war crimes,crimes against humanity, & genocide!","Nov 23, 2023 · 12:47 PM UTC",0,0
2066,https://twitter.com/HilzFuld/status/1727425613617615063#m,"As of a few days ago, the Federal government of the United States issued trademark rights to a lawyer in Fairlawn - for the phrase: ""From the river to the sea palestine will be free"".  Now they can start going after every organization and seller using their trademark.  Gotta love the brilliant Jewish mind.   An epic move!","Nov 22, 2023 · 8:35 PM UTC",1104,107
2067,https://twitter.com/souhi38608/status/1727669930152063432#m,"Chère Madame essayez de regarder l'actualité en entier, Israel vous le qualifiez comment ? D'une démocratie et d'un havre pour les droits humains ? Les crimes de guerre , génocide, déportations c'était juste en quarante pendant la shoah ?","Nov 23, 2023 · 12:46 PM UTC",0,0
2068,https://twitter.com/Sukirman2019/status/1727443565608087881#m,I and most Indonesian 🇮🇩 stand with Palestine 🇵🇸 .,"Nov 22, 2023 · 9:46 PM UTC",0,0
2069,https://twitter.com/JGMT786/status/1727670353793576978#m,"It's a fair question.  Israel keeps calling the Palestinians ""human animals"".","Nov 23, 2023 · 12:48 PM UTC",0,0
2070,https://twitter.com/PaoLovesSusan/status/1727443163395318013#m,I f*cking love this account ❤️ Solidarity and empathy✊,"Nov 22, 2023 · 9:45 PM UTC",1,0
2071,https://twitter.com/Guerraeterna/status/1727657288628867185#m,Sánchez en Israel: “El número de palestinos muertos es insoportable”. Blanqueamiento total. Qué gran oportunidad de tener la boca cerrada y de esperar a los resultados del viaje. Pero lo importante es pillar el titular.,"Nov 23, 2023 · 11:56 AM UTC",168,29
2072,https://twitter.com/Megatron_ron/status/1727383574851080252#m,"The 🇮🇱Israeli military has announced it is destroying a building in Gaza it claims is the headquarters of Hamas's intelligence unit.    This is absurd because Israel itself has announced that Hamas operates in tunnels.  This is a massacre of civilians.    Despite almost more than 1 month of invasion of Gaza and the advanced technology of the Israeli army, they still do not have footage of liquidated Hamas fighters.    Weird isn't it?","Nov 22, 2023 · 5:48 PM UTC",10793,760
2073,https://twitter.com/MiddleEastEye/status/1727578161464869313#m,"“We need two million to leave… that’s the solution for Gaza”  Speaking on Israel’s Channel 13, former Israeli justice minister Ayelet Shaked said that Khan Younis, located south of the Gaza Strip, would be turned into a soccer field","Nov 23, 2023 · 6:41 AM UTC",241,53
2074,https://twitter.com/Alyasjutt29/status/1727643449737072987#m,Like it if you love Palestine,"Nov 23, 2023 · 11:01 AM UTC",51,3
2075,https://twitter.com/ScottieBeam/status/1727360699830317147#m,"Israel has killed 14,100 Palestinian civilians in the last 46 days.","Nov 22, 2023 · 4:17 PM UTC",3877,19
2076,https://twitter.com/siengkong27/status/1727670299884478593#m,again and again lies are conveyed by the genocidal murderous country in its propaganda to the world. Israel is a country full of lies,"Nov 23, 2023 · 12:47 PM UTC",1,0
2077,https://twitter.com/EllaTravelsLove/status/1727370743636500977#m,Places where you can live as a trans person: Israel   Places where get beheaded for even expressing a desire to be trans: Palestine (Gaza + The West Bank),"Nov 22, 2023 · 4:57 PM UTC",779,43
2078,https://twitter.com/Atulya_Bharat1/status/1727590917010513996#m,All Hindus are with Israel 🚩🤝🇮🇱,"Nov 23, 2023 · 7:32 AM UTC",57,31
2079,https://twitter.com/diamoundgirls2/status/1710554656802230355#m,Check out 🏒 20 + different ALEXANDER OVECHKIN cards lot 2008 - 2021 Capitals https://www.ebay.com/itm/175785885719?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=Z1DaHEQgTUq&sssrc=2047675&ssuid=Z1DaHEQgTUq&widget_ver=artemis&media=TW #eBay via @eBay Israel Gaza Hamas #AsianGames Steve Cohen Klaus Schwab Tel Aviv Nebraska Palestinian Kansas State OTEV Lido #SmackDown #isles Hockey NHL MLB NFL NBA Washington DC,"Oct 7, 2023 · 7:16 AM UTC",0,0
2080,https://twitter.com/LauraLoomer/status/1727417467990057067#m,"Where is the pro -Palestine crowd today?   They are usually so loud on social media…  Until there’s a terrorist attack today at the US-Canada border, & none of the big accounts that have been pushing HAMAS have anything to say…   Interesting isn’t it?  Truly sickening behavior.","Nov 22, 2023 · 8:03 PM UTC",1025,206
2081,https://twitter.com/abeey2396/status/1727669883024892039#m,Repair my car to continue.y hussle and food plenty food stuff to Carter for my household#YhungGTheEp,"Nov 23, 2023 · 12:46 PM UTC",0,0
2082,https://twitter.com/RodrigoTroppo/status/1727670073404379332#m,"A truculência policial é absurda. Os brasileiros, principalmente os pobres, sofrem cotidianamente muito mais e os vizinhos sul-americanos tb sofrem com ela, mas não vejo a imprensa argentina falar de como sofrem torcedores brasileiros quando vão pra lá assistir aos jogos.","Nov 23, 2023 · 12:46 PM UTC",0,0
2083,https://twitter.com/LifeNewsHQ/status/1727436797943193617#m,Ben Carson: Killing Pregnant Woman is Two Counts of Murder But Abortion is OK. “That Doesn’t Make Sense” https://buff.ly/38HVJyD,"Nov 22, 2023 · 9:20 PM UTC",715,13
2084,https://twitter.com/VTrombettas/status/1727669861453578385#m,"Why are you showing this old footage? You're trying to tell the story that a war of necessity by Israel is doomed to fail. Did the Oct 7th attack maybe, just maybe, create a new generation of Jews who will only know of hate also? You're just concerned about the cost on Gazans.","Nov 23, 2023 · 12:46 PM UTC",0,0
2085,https://twitter.com/DrMadsGilbert/status/1727315317527904611#m,"International humanitarian laws? ISrael will break them. Protection of civilians and children? ISraeli governmental army will kill them, systematically. 'Protected' hospitals in Gaza? ISraeli occupation army will strangulate, target and destroy them out of function. Palestinian history and roots in Gaza? ISrael Destruction Forces will ruin everything; the Old City, the 1400 year old beautiful mosque and endless more cultural heritage treasures (follow link)... ISrael is the most destructive force on the planet, symbolised by their armoured US-made Caterpillar D9 bulldozers, tearing up, flattening, killing everything in its path: humans, history, culture, vegetation, love, hope and humanity.  DO MORE to stop these savage attacks on our common humanity, our past and our future! https://euromedmonitor.org/en/article/5965","Nov 22, 2023 · 1:17 PM UTC",6561,280
2086,https://twitter.com/ToryFibs/status/1727423627661119515#m,"Mass grave, Khan Younis Cemetery, Gaza, Palestine 🇵🇸.","Nov 22, 2023 · 8:27 PM UTC",225,19
2087,https://twitter.com/Aabbasi_Jk/status/1727443529201504524#m,🇵🇸 Where do you SUPPORT PALESTINE from?,"Nov 22, 2023 · 9:46 PM UTC",0,0
2088,https://twitter.com/FilmUpdates/status/1727068867175018787#m,The BBC reportedly edited out multiple calls for a ceasefire in Gaza from the BAFTA Scotland Awards.  Winners and presenters voiced their solidarity with Palestine during the event but any mention was edited out on the BBC iPlayer's coverage.  (https://www.thenational.scot/news/23939095.bbc-edits-calls-gaza-ceasefire-scottish-bafta-awards/),"Nov 21, 2023 · 8:57 PM UTC",10069,198
2089,https://twitter.com/TimesAlgebraIND/status/1726897932405002391#m,"BREAKING NEWS - In a significant move marking the 15th anniversary of the Mumbai terror attacks, Israel has independently designated PAKISTAN BASED Lashkar-e-Taiba (LeT) as a terror organization🔥🔥  Meanwhile ⚡ PM Narendra Modi to skip the BRICS virtual meet on the Palestine issue today.","Nov 21, 2023 · 9:38 AM UTC",11577,100
2090,https://twitter.com/mattlieb/status/1726835730134208970#m,"Wait… wait……  ….                                           wait            wait  wait wait….. wait….  w       ait  ……………the whole JUSTIFICATION for targeting hospitals was the underground command centers………..  which were built by Israel, for that purpose?!?!?????","Nov 21, 2023 · 5:31 AM UTC",58974,155
2091,https://twitter.com/Daniel_Sugarman/status/1727654414297530472#m,"This not the first time that Israel's desperation to rescue a hostage - & releasing far more Palestinians in return - has been held up as *proof* that Israel sees Palestinian lives as cheap - https://www.theguardian.com/world/2011/oct/19/israeli-lives-more-important-palestinian  It was a utterly obscene accusation then, as it is now.","Nov 23, 2023 · 11:44 AM UTC",226,19
2092,https://twitter.com/Mihemo74/status/1727670242229231771#m,No era fácil decirle a Israel lo que parece que no quiere oír. Felicidades por su valentía y por proponer una solución justa sin mirar hacia otro lado.,"Nov 23, 2023 · 12:47 PM UTC",0,0
2093,https://twitter.com/KenRoth/status/1727340184553836959#m,"""There was some concern in the [Biden] administration about an unintended consequence of the pause: that it would allow journalists broader access to Gaza and the opportunity to further illuminate the devastation there and turn public opinion on Israel."" https://www.politico.com/news/2023/11/21/biden-hostage-israel-hamas-war-00128351#:~:text=And%20there%20was%20some%20concern,turn%20public%20opinion%20on%20Israel.","Nov 22, 2023 · 2:56 PM UTC",627,68
2094,https://twitter.com/SpiritofHo/status/1727375614016102706#m,Israel 🇮🇱 is burying Palestinians in mass graves.  Zionists did NOT fight the Nazis. They learned from them.,"Nov 22, 2023 · 5:16 PM UTC",2572,149
2095,https://twitter.com/peoplesassembl_/status/1727441917179256897#m,"STOP ISRAEL'S MASSACRE OF PALESTINIAN JOURNALISTS!  People's media outlets from across the world have sharply condemned the killing of over 60 Palestinian journalists by Israel since Oct 7.   ""We stand with our colleagues in Palestine who are risking their lives to tell the truth that the world so desperately needs to hear.""  https://ipa-aip.org/notes/stop-israels-massacre-of-palestinian-journalists/","Nov 22, 2023 · 9:40 PM UTC",5,0
2096,https://twitter.com/todonoticias/status/1727506812159525071#m,"Javier Milei en A DOS VOCES: ""Voy a viajar a Israel""  https://todonoticias.info/49QrRuu | #MileiEnA2V","Nov 23, 2023 · 1:58 AM UTC",432,20
2097,https://twitter.com/Lorena_T_A/status/1727669912162963495#m,"Deja el teatro ya,  tanto Israel como Palestina harán lo que crean que tienen que hacer, hay que estar todos los días viviendo ese infierno para saber.","Nov 23, 2023 · 12:46 PM UTC",0,0
2098,https://twitter.com/mishtal/status/1727597643939922211#m,"Dear stupid people.   Ehud Barak said Israel helped add bunkers for hospital operation at Shifa.  He did NOT SAY Israel built 100s miles of tunnels across Gaza, connecting hospitals, schools & mosques  for Hamas to use as terror bases.  Please stop posting his interview to me.","Nov 23, 2023 · 7:59 AM UTC",1648,162
2099,https://twitter.com/sinkschampion/status/1727330492993671485#m,"jenna ortega asking to end her contract with scream 7 after what they did to melissa speaks volumes of her. not only she’s sympathizing with her sister on and off screen, but also refusing to work for a pro-genocide company that fires their actors for standing up for palestine.","Nov 22, 2023 · 2:17 PM UTC",8296,77
2100,https://twitter.com/ragsb4riches/status/1727670311813005447#m,Piers Morgan x Andrew Tate Discuss Palestine and Israel🇵🇸🇮🇱  https://open.spotify.com/show/6uaLwvSoaTzY8dBoHFhwzD?si=Z7UvjbCeQWScgf7x7o27Bg,"Nov 23, 2023 · 12:47 PM UTC",0,0
2101,https://twitter.com/coronel_meira/status/1727420858723893727#m,"É gravíssimo! Recebemos informações em nosso gabinete, de que mil colchões foram entregues no complexo prisional da Papuda, antes do dia 8 de janeiro, como se estivessem se preparando para prisões em massa. Entramos com um requerimento  e vamos fiscalizar o presídio.","Nov 22, 2023 · 8:16 PM UTC",10954,746
2102,https://twitter.com/Josephi30278635/status/1727443260505989330#m,"Netanyahu,Zionists, IDF are the ONLY people responsible for the conflict in Palestine, terrorising, kill children/medics/reporters steal homes and land putting 2.2 million people, with no hope of a decent life into the worlds largest constration then perhaps this wouldn't happen","Nov 22, 2023 · 9:45 PM UTC",0,1
2103,https://twitter.com/JoshuaPHilll/status/1727410038405316788#m,God damn. What a start to the piece the Harvard law review refused to run.,"Nov 22, 2023 · 7:33 PM UTC",16929,58
2104,https://twitter.com/osh_heiji/status/1727669833851150462#m,https://x.com/adham922/status/1727563116588712193?s=20,"Nov 23, 2023 · 12:46 PM UTC",0,0
2105,https://twitter.com/RudiGeerts/status/1727670127443743144#m,"9/9 Judith Geller Marcus died at the end of December 2019, in Israel, at the age of 95.  'Hidden Hope', the recent book based on Judith's life during the war.","Nov 23, 2023 · 12:47 PM UTC",8,0
2106,https://twitter.com/JournoMirror/status/1727582855532835097#m,"इजरायल और हमास के बीच हुआ समझौता, गाजा में लड़ाई रोकने पर बनी सहमति, बंधकों की होगी अदला-बदली.  #IsraelPalestineWar #Hamas #Israel #PalestineWar #BenjaminNetanyahu #Gaza","Nov 23, 2023 · 7:00 AM UTC",437,2
2107,https://twitter.com/hasanthehun/status/1727154455131635752#m,it’s wild that being pro palestine and anti apartheid is considered an indefensible position in hollywood. reminds me of redscare era blacklisting.,"Nov 22, 2023 · 2:38 AM UTC",44817,473
2108,https://twitter.com/emilmarioo/status/1727538752602693708#m,bencong israel could never,"Nov 23, 2023 · 4:05 AM UTC",5379,334
2109,https://twitter.com/Myleb2/status/1727670266698809574#m,Israël a 12 députés et être musulman en Israël est un rêve c’est connu. Moi aussi j’ai bien ri,"Nov 23, 2023 · 12:47 PM UTC",0,0
2110,https://twitter.com/manallitea/status/1727670424706982389#m,"If you drink up all the fake propaganda spilling from Israel, which have been proved over and over to be false. Then you really need help. If there is ever a need for one of my kids to join a resistance group against an occupying force, i d hope they have the courage to join!","Nov 23, 2023 · 12:48 PM UTC",0,0
2111,https://twitter.com/JabberwockyGB/status/1727670382877167836#m,The only solution is for Israel to be forced to end Zionism.  Otherwise the racist Zionists will continue their genocidal ethnic cleansing.,"Nov 23, 2023 · 12:48 PM UTC",0,0
2112,https://twitter.com/broseph_stalin/status/1727652497106378761#m,"1. Why’d they climb out of tunnel to surrender, not go further in to escape? 2. They’re speaking Egyptian not Palestinian Arabic 3. After Oct 7 Israel detained Gaza workers, claiming they were Hamas fighters. This too is a morale stunt. Hamas fighters famously fight to the death.","Nov 23, 2023 · 11:37 AM UTC",42,3
2113,https://twitter.com/UCCSUEngagement/status/1727404818275438614#m,"Attending the vigil for Palestine with members of UCCSU’s newly established Anti-Imperialist Committee. A group who will be campaigning with the SU on issues of Irish unity, decolonisation of third level education and international solidarity. 🇵🇸🕯️  Free Palestine 🇵🇸♥️","Nov 22, 2023 · 7:12 PM UTC",16,1
2114,https://twitter.com/DeirYassin3/status/1727669991565033860#m,"This is not a war between Muslims and Jews. This is war between oppressed and the savage occupier.   As far finishing Hamas is concerned, Israel has just recruited another 29-30 thousand Hamas members. Hamas doesn’t need any recruitment.","Nov 23, 2023 · 12:46 PM UTC",0,0
2115,https://twitter.com/hazulf19/status/1727669921876775250#m,I was perhaps delusional that I could get the point through that children dying by the hands of Israel is an act of terrorism.,"Nov 23, 2023 · 12:46 PM UTC",0,0
2116,https://twitter.com/ionebelarra/status/1722213659890647116#m,Si eres familiar de una víctima o víctima directa de los crímenes de guerra que el Estado de Israel está cometiendo en Palestina ponte en contacto con Juan Branco @anatolium para llevarlos ante la Corte Penal Internacional. Por favor ayúdame a difundir 🙏,"Nov 8, 2023 · 11:25 AM UTC",10053,578
2117,https://twitter.com/YOLO19761/status/1727670031264182419#m,"Israel is at war! A war declared by Hamas after they broke the ceasefire with a barbaric massacre of epic proportions.  Israel is doing exactly what Allied Forces did in Dresden against the Nazis, what USA did to Japan to end WW2 and what USA did in Fallujah n Mosul against ISIS","Nov 23, 2023 · 12:46 PM UTC",0,0
2118,https://twitter.com/SamirJa72082090/status/1727670431472120071#m,"You Can say what you like about any other countries  leaders but not Israel ,Why not.","Nov 23, 2023 · 12:48 PM UTC",0,0
2119,https://twitter.com/IrvingGatell/status/1727666550490997120#m,"4. Pero ¿por qué, si el trato es que esto ocurra el jueves? Pues porque sí. De esta manera, Hamas y sus defensores internacionales tratan de presionar a Israel para que cumpla una tregua de 4 días (por ejemplo), más un día adicional al que no está obligado.","Nov 23, 2023 · 12:32 PM UTC",23,1
2120,https://twitter.com/REVMAXXING/status/1727665134527541372#m,🇮🇱🇵🇸 ISRAEL IS STILL BOMBING GAZA!!!  ISRAEL IS A TERRORIST STATE!,"Nov 23, 2023 · 12:27 PM UTC",78,7
2121,https://twitter.com/JKDubai1/status/1727415586505036224#m,"🇵🇸 Once upon a time, Palestine was flourishing and then there came a demon . .   #Palestine #Gaza #PalestineIsraelwar","Nov 22, 2023 · 7:55 PM UTC",4,0
2122,https://twitter.com/Vigilante2801/status/1727409072084021666#m,🇵🇸 Why!! Terrorize Children?  #StopGenocideInGazaNow #Isreal_Is_A_Terrorist_State,"Nov 22, 2023 · 7:29 PM UTC",55,4
2123,https://twitter.com/truthout/status/1727391494254858360#m,A newly released letter reveals Ukrainian activists declaring solidarity with Palestine.   Leftists in Ukraine stress the imperative to build unwavering unity among oppressed peoples. https://truthout.org/articles/in-newly-released-letter-ukrainian-activists-declare-solidarity-with-palestine/,"Nov 22, 2023 · 6:20 PM UTC",13,0
2124,https://twitter.com/luxie963/status/1727443038233067696#m,"Germany also has a lot of free palestine protests, this is the government doing that","Nov 22, 2023 · 9:44 PM UTC",0,0
2125,https://twitter.com/DavidSh18401567/status/1727670026805928147#m,You are an Israeli citizen Mr Blinken. You do not act for the US. You hate Arabs all of them. When you were in Israel you probably joined the street chants of Kill all the Arabs.  The Saudis should change to BRICS and tell the US/ Israel to do your own thing.,"Nov 23, 2023 · 12:46 PM UTC",1,0
2126,https://twitter.com/fizaiq/status/1727667939317535031#m,इस छोटी बच्ची को उसके ही घर के मलबे से बाहर निकाला गया है.. बच्ची दहशत से कांप रही है ...!! घर के और सदस्यों का कुछ पता नहीं है ...!! बड़ी कश्मकश के हालात हैं गाज़ा में ...!! ऐसा लग रहा है जैसे की Israel बच्चों का दुश्मन है ...!! उसे इन मासूमों पर रहम भी नही  आ रहा है ...!!  हत्यारा है Israel ...!!  #FreePalestineFromIsraelNOW #ısraelTerrorism #Gaza #GazaGenocide,"Nov 23, 2023 · 12:38 PM UTC",5,0
2127,https://twitter.com/ForeignAffairs/status/1727659136391811466#m,"“Israel does have the power to react to Hamas’s terror attack strategically, and with restraint. Doing so can sap Hamas of much of its power.”  https://trib.al/8pkgfo2","Nov 23, 2023 · 12:03 PM UTC",10,0
2128,https://twitter.com/David_Cameron/status/1727622322524184853#m,"This morning, together with @elicoh1, I visited Kibbutz Be’eri, one of the communities affected by the appalling terror attack Israel suffered on 7 October.   I wanted to come here to see it for myself; I have heard and seen things I will never forget.   Today is also a day where we hope to see progress on the humanitarian pause. This is a crucial opportunity to get hostages out and aid in to Gaza, to help Palestinian civilians who are facing a growing humanitarian crisis.","Nov 23, 2023 · 9:37 AM UTC",1147,687
2129,https://twitter.com/MajaMischke/status/1727664950099750932#m,"Welke islamitische (koepel)organisatie, burgemeester, politicus, schrijver, acteur, rapper of BN'er heeft sinds 7 oktober Nederlandse moslims opgeroepen om terughoudend te zijn in de protesten tegen 'zionisten' of de joodse staat Israel, niet te scanderen met 'Allahu Akhbar'?","Nov 23, 2023 · 12:26 PM UTC",20,2
2130,https://twitter.com/stairwayto3dom/status/1727416644517974489#m,"🇮🇱 More Hamas soldiers have arrived to the hospital after Israel bombed the Gaza Strip again  (By Hamas I mean CHILDREN, the USUAL TARGETS)","Nov 22, 2023 · 7:59 PM UTC",1330,48
2131,https://twitter.com/UKMuslimYouth/status/1727369763720958349#m,"“Help me with Prayer”  Amir of Holy Lands, Sharif Odeh sb mentions that the Promised Messiah (as) has said that this is not the time for Jihad with weapons but rather with prayers. It is only through prayers that we can achieve peace and contentment.   #voicesforpeace #CeasefireNOW #Palestine #Gaza #Israel #Peace #Islam #CaliphofMessiah","Nov 22, 2023 · 4:53 PM UTC",80,0
2132,https://twitter.com/___notime___/status/1679845829786451968#m,Seven of the best  #oddbods #oddbodsjeff #oddbodspogo #oddbodsslick #oddbodsbubbles #oddbodsnewt #oddbodszee #oddbodsfuse #fanart #art #oddbodsart #party #Redraw,"Jul 14, 2023 · 1:30 PM UTC",15,0
2133,https://twitter.com/Scolopendr91240/status/1727670091230191813#m,50 YEARS OF SUCCESS!  🥇🥇🥇🥇  There is no #Eurovision without #Israel in Eurovision 🇮🇱 🇮🇱 🇮🇱 🇮🇱  YOU CAN'T ERASE HISTORY   #IstandwithIsrael 🇮🇱  STOP try to #BoycottIsrael @nettabarzi @Dana_Inter @EBU_HQ @WorldJewishCong #ESC #Eurovision2024,"Nov 23, 2023 · 12:47 PM UTC",0,0
2134,https://twitter.com/samahpal23/status/1727437602494857681#m,تواجد لاليات الاحتلال في شارع الناصرة بالقرب من المنطقة الصناعة في مدينة #جنين,"Nov 22, 2023 · 9:23 PM UTC",3,0
2135,https://twitter.com/LadyoftheSorrow/status/1727443296350613517#m,Poland! I stand with Palestine 🍉,"Nov 22, 2023 · 9:45 PM UTC",0,0
2136,https://twitter.com/AestheteFanatic/status/1727443429674913876#m,I'm surprised they put me in the Palestine box. I figured I would be closer to plain old center-right.,"Nov 22, 2023 · 9:46 PM UTC",1,0
